indicator,type,category,severity,brand,ip,ip_country,is_cloudflare,server_fp,favicon_mmh3,registered_at,title,groq_desc,form_labels,registrar,source
pocketpokies-login.com,domain,GAMBLING,MEDIUM,PocketPokies,188.114.96.3,,True,0ab5f121ab0d,537654865,2026-03-18,"PocketPokies Casino AU — Pokies, Table Games & Casino Bonuses",Online casino login page,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
pocketpokies-online.com,domain,GAMBLING,MEDIUM,PocketPokies,188.114.96.3,,True,0ab5f121ab0d,,2026-03-18,PocketPokies Casino AU — Mobile Pokies & Casino Bonuses,Online casino with mobile pokies and bonuses,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
pokie-7-nodeposit.com,domain,GAMBLING,MEDIUM,Pokie7,172.67.164.173,,True,0ab5f121ab0d,,2026-04-20,"Pokie7 Casino Australia – Games, Tournaments & Bonuses",Online casino with no deposit bonus,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
pokie7-nodeposit-aus.com,domain,GAMBLING,MEDIUM,Pokie7,104.21.28.30,,True,0ab5f121ab0d,-217260621,2026-04-17,"Pokie7 Casino Australia – Games, Tournaments & Bonuses",Online casino with no deposit bonus for Australians,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
pokie7-nodepositbonus-au.com,domain,GAMBLING,MEDIUM,Pokie7,172.67.129.160,,True,0ab5f121ab0d,,2026-04-14,"Pokie7 Casino Australia – Games, Tournaments & Bonuses",403 Forbidden error page,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
pokie7-nodepositbonus.com,domain,GAMBLING,MEDIUM,Pokie7,172.67.214.90,,True,0ab5f121ab0d,-217260621,2026-04-10,"Pokie7 Casino Australia – Games, Tournaments & Bonuses",Online casino with no deposit bonus,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
pokie7nodeposit-bonus.com,domain,GAMBLING,MEDIUM,Pokie7,172.67.219.118,,True,0ab5f121ab0d,-217260621,2026-03-19,"Pokie7 Casino Australia – Games, Tournaments & Bonuses",Online casino with no deposit bonus,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
pokiesapp-realmoney.com,domain,GAMBLING,MEDIUM,Casino,,,True,0ab5f121ab0d,,2026-04-15,Best Real Money Pokies App Australia – Play Online Pokies on Mobile,,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
pokiesapprealmoney.com,domain,GAMBLING,MEDIUM,Casino,,,True,0ab5f121ab0d,92443221,2026-05-22,Real Money Pokies App Australia – Mobile Slots Guide,Online casino and mobile slots guide for Australia,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
pokiespayid-aus.com,domain,GAMBLING,MEDIUM,Casino,,,True,0ab5f121ab0d,,2026-03-30,Play PayID Pokies in Australia – Free Spins & Instant Cashouts,Play PayID pokies in Australia with free spins and instant cashouts,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
pokiesurf-bonus.com,domain,GAMBLING,MEDIUM,Casino,172.67.182.202,,True,0ab5f121ab0d,,2026-03-18,Pokiesurf Casino Australia — Top Online Pokies & Casino Games,Top online pokies and casino games at Pokiesurf Casino Australia,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
pokiesurf-login.com,domain,GAMBLING,MEDIUM,Casino,172.67.174.61,,True,0ab5f121ab0d,,2026-03-18,"Pokiesurf Casino Australia | Registration, Bonuses & Online Pokies",,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
pokiesurf-online-game.com,domain,GAMBLING,MEDIUM,Casino,188.114.97.3,,True,0ab5f121ab0d,-1710605589,2026-04-28,"PokieSurf Casino Australia Review: Bonus, Games & Payments","PokieSurf Casino Australia review: bonus, games, and payments",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
pokiesurf-online-games.com,domain,GAMBLING,MEDIUM,Casino,188.114.96.3,,True,0ab5f121ab0d,,2026-04-21,"PokieSurf Casino Australia Review: Bonus, Games & Payments","PokieSurf Casino Australia review: bonus, games, and payments with up to 1000 AUD on first play",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
pokiesurf-online.com,domain,GAMBLING,MEDIUM,Casino,104.21.67.126,,True,0ab5f121ab0d,,2026-03-18,Pokiesurf Casino AU — Mobile Pokies & Player Bonuses,Mobile pokies and player bonuses at Pokiesurf Casino AU,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
pokiesurfcasino-games-au.com,domain,GAMBLING,MEDIUM,Casino,104.21.15.196,,True,0ab5f121ab0d,,2026-03-27,,,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
pokups.com,domain,GAMBLING,MEDIUM,,172.67.158.182,,True,811e0897f489,,2026-03-30,Pokups: Elon Musk’s Official Crypto Casino Powered by Blockchain,Elon Musk’s Official Crypto Casino Powered by Blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
polestar-aus.com,domain,GAMBLING,MEDIUM,Casino,188.114.96.3,,True,0ab5f121ab0d,1367971803,2026-03-17,Top Online Casino and Sports Betting Site ▷ PolestarCasino,Top online casino and sports betting site at PolestarCasino,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
posido-casino5.com,domain,GAMBLING,MEDIUM,Casino,,,True,811e0897f489,,2026-02-12,Posido casino en ligne avec de l'argent reel,Posido casino en ligne avec de l'argent reel,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
powerup-casino-cz.com,domain,GAMBLING,MEDIUM,Casino,,,True,0ab5f121ab0d,,2026-04-29,PowerUp Casino: Bonus až €3 000 + 350 free spinů | Česká republika,PowerUp Casino with bonus up to €3 000 + 350 free spins in the Czech Republic,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
powerup-casino.app,domain,GAMBLING,MEDIUM,Casino,188.114.97.3,,True,a91751295583,0,2026-02-13,,,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
pradabet724.com,domain,GAMBLING,MEDIUM,,172.67.134.74,,True,811e0897f489,,2026-05-13,Attention Required! | Cloudflare,Online gambling website,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
prive-casino-france.com,domain,GAMBLING,MEDIUM,Casino,188.114.97.3,,True,0ab5f121ab0d,,2026-04-02,Casino Prive en ligne: Meilleurs Bonus 2026!,Casino Prive en ligne with exclusive bonuses and daily jackpots in France,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
pusulabet-egiris.icu,domain,GAMBLING,MEDIUM,PusulaBet,188.114.97.3,,True,811e0897f489,,2026-06-04,Just a moment...,"Gaming website with unclear purpose, possibly gambling",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
pusulabet-mobilgir.icu,domain,GAMBLING,MEDIUM,PusulaBet,104.21.77.70,,True,811e0897f489,,2026-06-04,Just a moment...,"Gaming website with unclear purpose, possibly gambling",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
pusulabet-oyun.icu,domain,GAMBLING,MEDIUM,PusulaBet,188.114.96.3,,True,811e0897f489,,2026-06-04,Just a moment...,"Gaming website with unclear purpose, possibly gambling",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
pvcas.com,domain,GAMBLING,MEDIUM,,104.21.12.42,,True,811e0897f489,,2026-05-02,Pvcas: Most Popular Online Crypto Casino Based on Blockchain,The Leading Blockchain Casino,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
quickwincasino.app,domain,GAMBLING,MEDIUM,Casino,104.21.1.103,,True,a91751295583,0,2026-02-13,,,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
radissonbetvar.com,domain,GAMBLING,MEDIUM,Radissonbet,188.114.97.3,,True,811e0897f489,,2026-06-05,"Radissonbet - Radissonbet Güncel Erişim | Radissonbet Giriş, Güvenli ve Hızlı Platformu",This website appears to be a legitimate online betting platform.,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
raisespin.com,domain,GAMBLING,MEDIUM,,188.114.96.3,,True,811e0897f489,,2026-04-02,Raisespin: Most Popular Online Crypto Casino Based on Blockchain,The Leading Blockchain Casino,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
rektwin.com,domain,GAMBLING,MEDIUM,Casino,172.67.145.123,,True,811e0897f489,-736095526,2026-05-18,Rektwin: Most Popular Online Crypto Casino Based on Blockchain,Online crypto casino based on blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
reuzax.com,domain,GAMBLING,MEDIUM,Casino,104.21.26.172,,True,811e0897f489,-736095526,2026-06-08,Reuzax: Most Popular Online Crypto Casino Based on Blockchain,Online crypto casino based on blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
rhino-casino-cz.com,domain,GAMBLING,MEDIUM,Casino,,,True,811e0897f489,,2026-04-29,"Rhino Casino | Registrace, bonusy a platby","Online casino with registration, bonuses, and payments",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
rioacecasino-aus.com,domain,GAMBLING,MEDIUM,Casino,188.114.97.3,,True,0ab5f121ab0d,,2026-03-17,,,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
robocatt-casino.com,domain,GAMBLING,MEDIUM,Casino,172.67.216.245,,True,811e0897f489,,2026-04-14,Robocat Casino | Online Casino & Slots,Online casino and slots with various games and features,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
roby-casino-enligne.com,domain,GAMBLING,MEDIUM,Casino,,,True,811e0897f489,,2026-01-16,Roby casino: Jeux et Slots en Ligne,"French online casino with games, slots, and bonuses",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
roby-casino6.com,domain,GAMBLING,MEDIUM,Casino,,,True,811e0897f489,,2026-02-12,Roby Casino - Meilleurs bonus & Jeux en ligne,"French online casino with games, slots, and bonuses",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
rock-n-reels-3-login.com,domain,GAMBLING,MEDIUM,Casino,188.114.97.3,,True,0ab5f121ab0d,,2026-03-18,"Rock N Reels Casino: Rock‑Themed Online Pokies, Slots & Casino Games","Rock-themed online pokies, slots, and casino games",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
rock-n-reels-3-signup.com,domain,GAMBLING,MEDIUM,Casino,172.67.161.130,,True,0ab5f121ab0d,,2026-04-03,"Rock N Reels Casino: Rock‑Themed Online Pokies, Slots & Casino Games",,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
rock-n-reels-onlinecasino.com,domain,GAMBLING,MEDIUM,Casino,188.114.96.3,,True,0ab5f121ab0d,1566282808,2026-04-13,"Rock N Reels Casino: Rock‑Themed Online Pokies, Slots & Casino Games","Rock-themed online pokies, slots, and casino games",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
rocknreels-3-login.com,domain,GAMBLING,MEDIUM,Casino,104.21.65.162,,True,0ab5f121ab0d,1566282808,2026-04-10,"Rock N Reels Casino: Rock‑Themed Online Pokies, Slots & Casino Games","Rock-themed online pokies, slots, and casino games",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
rockstarwin-mx.com,domain,GAMBLING,MEDIUM,Casino,188.114.96.3,,True,811e0897f489,,2026-05-28,"Rockstar Casino en México: gran catálogo, bonos altos y casino en vivo",Online casino in Mexico with a large game catalog and high bonuses,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
rockwin-aus.com,domain,GAMBLING,MEDIUM,Rockwin,,,True,0ab5f121ab0d,,2026-01-22,"Rockwin Casino | Play on the Official Site with $1,000 Bonus","Online casino with $1,000 bonus",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
rockwin-casino-login.com,domain,GAMBLING,MEDIUM,Casino,188.114.96.3,,True,0ab5f121ab0d,,2026-03-27,,,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
rockwincasinologin-au.com,domain,GAMBLING,MEDIUM,Rockwin,188.114.97.3,,True,0ab5f121ab0d,928578352,2026-04-17,"Rockwin Casino | Bonuses, No Deposit Offers & Login Guide",Login guide and bonuses for Rockwin Casino,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
rolleeen67.com,domain,GAMBLING,MEDIUM,Rolleeen67,188.114.96.3,,True,0ab5f121ab0d,,2026-05-08,Rolleeen67 Casino Games & Sports Betting | Play and Win Online,Online casino games and sports betting,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
rolletto-aus.com,domain,GAMBLING,MEDIUM,Rolletto,188.114.97.3,,True,0ab5f121ab0d,1615343433,2026-03-17,"Rolletto Casino | Sports Betting, Live Casino & Slot Games","Sports betting, live casino, and slot games",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
rotabetgunceladres.net,domain,GAMBLING,MEDIUM,Rotabet,216.150.16.1,CA,True,811e0897f489,,2026-04-28,Rotabet Güncel Adres 2026 | Rotabet Giriş Adresi,Rotabet's current address and login information,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
saahabet1472.com,domain,GAMBLING,MEDIUM,Saahabet,188.114.96.3,,True,811e0897f489,,2026-04-17,Web Server's Default Page,Online gambling website,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
safirbetgiris.icu,domain,GAMBLING,MEDIUM,Safirbet,131.222.213.13,US,False,4492f7f3e69c,,2026-05-13,403 Forbidden,Online gambling website,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
sambaslots-casino-france.com,domain,GAMBLING,MEDIUM,Mafia Casino France,172.67.138.83,,True,0ab5f121ab0d,,2026-04-09,"Mafia Casino France : avis, bonus et sécurité",French online casino with reviews and bonuses,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
savaspin-casino3.com,domain,GAMBLING,MEDIUM,Savaspin Casino,188.114.96.3,,True,0ab5f121ab0d,-189004408,2026-04-23,"Savaspin Casino : Bonus, Jeux et Inscription en France",French online casino with bonuses and games,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
sekabet15616.com,domain,GAMBLING,MEDIUM,Sekabet,188.114.97.3,,True,811e0897f489,,2026-05-18,Attention Required! | Cloudflare,Gaming website,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
shipmentsontime.com,domain,GAMBLING,MEDIUM,,172.67.159.238,,True,811e0897f489,,2026-06-05,Just a moment...,"Website with a default message, possibly related to gambling",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
shoppermacy.com,domain,GAMBLING,MEDIUM,,104.21.21.132,,True,811e0897f489,,2021-06-22,Just a moment...,"Website with a default message, possibly related to gambling",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
simsino-casino-enligne.com,domain,GAMBLING,MEDIUM,Casino,188.114.96.3,,True,0ab5f121ab0d,,2026-03-17,,,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
simsinos-casino-france1.com,domain,GAMBLING,MEDIUM,Simsinos,188.114.96.3,,True,0ab5f121ab0d,,2026-04-29,"Simsinos Casino : Jeux, Bonus et Paiements en France","Online casino with games, bonuses, and payments in France",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
simsinos-casino-slot.com,domain,GAMBLING,MEDIUM,Simsinos,104.21.41.160,,True,0ab5f121ab0d,,2026-04-30,"Simsinos Casino France : bonus, app mobile et paiements fiables","Online casino with games, bonuses, and payments in France",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
simsinos-casino2.com,domain,GAMBLING,MEDIUM,Simsinos,172.67.158.147,,True,0ab5f121ab0d,-1303589092,2026-04-10,Simsino Casino en ligne France : bonus et jeux casino.,Online casino with games and bonuses in France,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
slot7-casino-fr.com,domain,GAMBLING,MEDIUM,Slot 7,104.21.62.30,,True,0ab5f121ab0d,-688923608,2026-04-10,"Slot 7 Casino France : avis complet, bonus, jeux et légalité en 2026","Online casino with reviews, bonuses, and games in France",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
slot7-casinos.com,domain,GAMBLING,MEDIUM,Slot7,188.114.97.3,,True,0ab5f121ab0d,986074440,2026-03-27,Slot 7 Casino en Ligne France | Bonus 500€ + 50 Tours Gratuits,"Online casino with games, bonuses, and sports betting in France",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
slotuna-casino.net,domain,GAMBLING,MEDIUM,Casino,,,True,a91751295583,0,2026-02-13,,,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
smashwin-mx.com,domain,GAMBLING,MEDIUM,Smash Games,172.67.200.230,,True,811e0897f489,,2026-05-28,"Smash Games Casino en México: pagos locales, móvil ágil y juegos rápidos","Online casino with local payments, mobile games, and fast play in Mexico",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
smokace-casino-cz.com,domain,GAMBLING,MEDIUM,Smokace,,,True,811e0897f489,,2026-04-29,Smokace Casino bonus až €700 + VIP klub 18+ | 8000+ her a free spiny,"Online casino with bonuses, payments, and VIP club in the Czech Republic",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
snatch-casino-cz.com,domain,GAMBLING,MEDIUM,Snatch Casino,,,True,0ab5f121ab0d,,2026-04-29,"První návštěva online casina: bonusy, platby a registrace krok za krokem","Online casino with bonuses, payments, and registration process in the Czech Republic",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
sosoxo.com,domain,GAMBLING,MEDIUM,SOSOXO,82.112.229.131,GB,False,18847b67d902,,2025-04-04,Home - SOSOXO,Online gambling site,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
spainchickenroad.com,domain,GAMBLING,MEDIUM,,172.67.218.84,,True,811e0897f489,-1629249943,2026-05-08,"Chicken Road España: qué es, cómo se juega y cómo funciona online",Online gambling platform,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
spel-appar.com,domain,GAMBLING,MEDIUM,,172.67.141.42,,True,811e0897f489,,2026-05-25,Spel Appar – oberoende recensioner av svenska speloperatörer,Independent reviews of Swedish gaming operators,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
spel-apps.com,domain,GAMBLING,MEDIUM,,188.114.96.3,,True,811e0897f489,,2026-05-25,Spel Apps – Oberoende recensioner av svenska spelappar,Independent reviews of Swedish gaming apps,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
spinrisecasino-aus.com,domain,GAMBLING,MEDIUM,Casino,188.114.97.3,,True,0ab5f121ab0d,,2026-03-17,,,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
spinstorm.org,domain,GAMBLING,MEDIUM,Spinstorm,172.67.208.27,,True,811e0897f489,,2026-04-01,Spinstorm | Decentralized Web3 Gambling Site with Provable Trust,Decentralized Web3 gambling site with provable trust,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
spinstralia-bonus.com,domain,GAMBLING,MEDIUM,Casino,188.114.97.3,,True,0ab5f121ab0d,,2026-03-18,Spinstralia Casino AU — Mobile Pokies & Casino Bonuses,,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
spinstralia-deposit.com,domain,GAMBLING,MEDIUM,Casino,188.114.96.3,,True,0ab5f121ab0d,,2026-03-18,Spinstralia Casino AU | Top Online Pokies & Casino Games,,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
spinstralia-registration.com,domain,GAMBLING,MEDIUM,Casino,172.67.182.198,,True,0ab5f121ab0d,,2026-03-18,"Spinstralia Casino Australia | Registration, Bonuses & Pokies",,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
spinsy-casino-slots.com,domain,GAMBLING,MEDIUM,Spinsy Casino,188.114.97.3,,True,0ab5f121ab0d,,2026-04-15,Spinsy Casino France : Bonus 500€ + 200 Tours Gratuits,Online casino with bonus offers and slots games,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
