domain,registrar,registered_at,expiring_at,emails,phones,ip,ip_country,status_code,page_type,final_url,server,server_fp,is_cloudflare,favicon_mmh3,body_simhash,parking_service,title,h1,meta_desc,body_text_500,lang,form_count,field_types,form_labels,captcha,screenshot,threat_hits,threat_sources,threat_types,ti_max_severity,category,severity,severity_label,brand,notes,groq_desc,ip_asn
gamesofbeast.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-25,2027-03-25,,,104.21.68.103,US,200,active_content,https://gamesofbeast.com,cloudflare,811e0897f489,True,-736095526,c4ff49d81f0a96a0,,Gamesofbeast: Most Popular Online Crypto Casino Based on Blockchain,Gamesofbeast - Best Online Crypto Casino,"Gamesofbeast is a blockchain-based crypto casino with transparent smart contracts, secure bets, and has been in service since 2017.","GamesofbeastTake YourFree RewardAbout UsFAQVIP-ClubLog InRegisterWelcome to Gamesofbeast!Register at the world's #1 crypto casino right now and receive an exclusive bonus from us and our partners!Register54591Total Players Online51M+Total Registered Players$32.5B+Total Paid to PlayersOriginal GamesDiscover exciting gaming adventures and enjoy thrilling online gamesLicensed SlotsPlay licensed slots, get unforgettable experiences and big prizesAbout GamesofbeastGamesofbeast - Best Online Crypto Ca",,,,,,screenshots/gamesofbeast.com.jpg,0,,,0,CRYPTO_SCAM,3,HIGH,Gamesofbeast,srv_fp:811e0897f489; fav:-736095526,Fake online crypto casino based on blockchain,AS13335
gaohux.com,Fewmoretaps OU d/b/a Trustname.com,2026-06-08,2027-06-08,,,104.21.61.84,US,200,active_content,https://gaohux.com,cloudflare,811e0897f489,True,-736095526,cb6f58991a2905de,,Gaohux: Most Popular Online Crypto Casino Based on Blockchain,Gaohux - Best Online Crypto Casino,"Gaohux is a blockchain-based crypto casino with transparent smart contracts, secure bets, and has been in service since 2017.","The Leading Blockchain CasinoGaohuxTake YourFree RewardAbout UsFAQVIP-ClubLog InRegisterWelcome to Gaohux!Register at the world's #1 crypto casino right now and receive an exclusive bonus from us and our partners!Register38818Total Players Online51M+Total Registered Players$32.5B+Total Paid to PlayersOriginal GamesDiscover exciting gaming adventures and enjoy thrilling online gamesLicensed SlotsPlay licensed slots, get unforgettable experiences and big prizesAbout GaohuxGaohux - Best Online Cryp",,,,,,screenshots/gaohux.com.jpg,0,,,0,CRYPTO_SCAM,3,HIGH,Gaohux,srv_fp:811e0897f489; fav:-736095526,Fake online crypto casino based on blockchain,AS13335
gedofex.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-14,2027-04-14,,,172.67.212.205,US,200,active_content,https://gedofex.com,cloudflare,811e0897f489,True,,c4ff49d81f0a96a0,,Gedofex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Gedofex - The Greatest Crypto Casino Online,"Gedofex is the official crypto casino by Elon Musk. Play innovative games, enjoy instant crypto payouts, and join exclusive promotions from Elon Musk himself!","GedofexTake YourFree RewardAbout UsFAQVIP-ClubLog InRegisterWelcome to Gedofex!Join the world's #1 crypto casino backed by Elon Musk and claim your exclusive bonus.Register54871Total Players Online51M+Total Registered Players$32.5B+Total Paid to PlayersOriginal GamesPlay original and popular games endorsed by Elon Musk himselfLicensed SlotsSpin top licensed slots and win life-changing jackpots nowAbout GedofexGedofex - The Greatest Crypto Casino OnlineFounded in 2017 by Elon Musk, Gedofex leads ",,,,,,screenshots/gedofex.com.jpg,0,,,0,CRYPTO_SCAM,3,HIGH,Gedofex,srv_fp:811e0897f489,Fake online crypto casino based on blockchain,AS13335
gemobex.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-21,2027-04-21,,,104.21.53.172,US,200,active_content,https://gemobex.com,cloudflare,811e0897f489,True,,c4ff49d81f0a96a0,,Gemobex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Gemobex - The Greatest Crypto Casino Online,"Gemobex is the official crypto casino by Elon Musk. Play innovative games, enjoy instant crypto payouts, and join exclusive promotions from Elon Musk himself!","GemobexTake YourFree RewardAbout UsFAQVIP-ClubLog InRegisterWelcome to Gemobex!Join the world's #1 crypto casino backed by Elon Musk and claim your exclusive bonus.Register54084Total Players Online51M+Total Registered Players$32.5B+Total Paid to PlayersOriginal GamesPlay original and popular games endorsed by Elon Musk himselfLicensed SlotsSpin top licensed slots and win life-changing jackpots nowAbout GemobexGemobex - The Greatest Crypto Casino OnlineFounded in 2017 by Elon Musk, Gemobex leads ",,,,,,screenshots/gemobex.com.jpg,0,,,0,CRYPTO_SCAM,3,HIGH,Gemobex,srv_fp:811e0897f489,Fake online crypto casino based on blockchain,AS13335
genofex.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-09,2027-04-09,,,172.67.190.69,US,200,active_content,https://genofex.com,cloudflare,811e0897f489,True,,c4ff49d81f0a96a0,,Genofex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Genofex - The Greatest Crypto Casino Online,"Genofex is the official crypto casino by Elon Musk. Play innovative games, enjoy instant crypto payouts, and join exclusive promotions from Elon Musk himself!","GenofexTake YourFree RewardAbout UsFAQVIP-ClubLog InRegisterWelcome to Genofex!Join the world's #1 crypto casino backed by Elon Musk and claim your exclusive bonus.Register54587Total Players Online51M+Total Registered Players$32.5B+Total Paid to PlayersOriginal GamesPlay original and popular games endorsed by Elon Musk himselfLicensed SlotsSpin top licensed slots and win life-changing jackpots nowAbout GenofexGenofex - The Greatest Crypto Casino OnlineFounded in 2017 by Elon Musk, Genofex leads ",,,,,,screenshots/genofex.com.jpg,0,,,0,CRYPTO_SCAM,3,HIGH,Genofex,srv_fp:811e0897f489,Fake online crypto casino based on blockchain,AS13335
genudex.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-27,2027-05-27,,,188.114.97.3,US,200,active_content,https://genudex.com,cloudflare,0ab5f121ab0d,True,,fe2ba945ff20afda,,Genudex — Online Games & Rewards,"Fast deposits, easy withdrawals | Exclusive access. Personal manager. | Drive home a Mercedes","Join our premium entertainment platform. Play exciting slot games, table games, and live casino. Earn rewards with instant payouts, exclusive promotions, giveaways, and VIP benefits.","Genudex‹GAMESINFOLanguage · ENLive54,457 players onlineCrypto CasinoFast deposits, easy withdrawalsSub-3-min crypto rails. 100+ slots. 6 in-house Originals at 98% RTP.Get startedLive54,660 players onlineVIP ClubExclusive access. Personal manager.27 tiers. Year-round event invites. Real-life perks waiting at Gold and above.Explore VIPLive47,608 players onlineGiveawaysDrive home a MercedesActive deposits enter the monthly draw — Tesla Model 3, AMG GT, weekly cash drops. Real winners.View giveaways",en,,,,,screenshots/genudex.com.jpg,0,,,0,CRYPTO_SCAM,3,HIGH,Genudex,srv_fp:0ab5f121ab0d,Fake online games and rewards platform,AS13335
gepofex.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-14,2027-04-14,,,172.67.146.243,US,200,active_content,https://gepofex.com,cloudflare,811e0897f489,True,,c4ff49d81f0a96a0,,Gepofex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Gepofex - The Greatest Crypto Casino Online,"Gepofex is the official crypto casino by Elon Musk. Play innovative games, enjoy instant crypto payouts, and join exclusive promotions from Elon Musk himself!","GepofexTake YourFree RewardAbout UsFAQVIP-ClubLog InRegisterWelcome to Gepofex!Join the world's #1 crypto casino backed by Elon Musk and claim your exclusive bonus.Register54838Total Players Online51M+Total Registered Players$32.5B+Total Paid to PlayersOriginal GamesPlay original and popular games endorsed by Elon Musk himselfLicensed SlotsSpin top licensed slots and win life-changing jackpots nowAbout GepofexGepofex - The Greatest Crypto Casino OnlineFounded in 2017 by Elon Musk, Gepofex leads ",,,,,,screenshots/gepofex.com.jpg,0,,,0,CRYPTO_SCAM,3,HIGH,Gepofex,srv_fp:811e0897f489,Fake online crypto casino based on blockchain,AS13335
geporex.com,Fewmoretaps OU d/b/a Trustname.com,2026-06-04,2027-06-04,,,188.114.97.3,US,200,active_content,https://geporex.com/,cloudflare,811e0897f489,True,1869784862,c4ff49d81f0a96a0,,Geporex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Geporex - The Greatest Crypto Casino Online,"Geporex is the official crypto casino by Elon Musk. Play innovative games, enjoy instant crypto payouts, and join exclusive promotions from Elon Musk himself!","GeporexTake YourFree RewardAbout UsFAQVIP-ClubLog InRegisterWelcome to Geporex!Join the world's #1 crypto casino backed by Elon Musk and claim your exclusive bonus.Register54952Total Players Online51M+Total Registered Players$32.5B+Total Paid to PlayersOriginal GamesPlay original and popular games endorsed by Elon Musk himselfLicensed SlotsSpin top licensed slots and win life-changing jackpots nowAbout GeporexGeporex - The Greatest Crypto Casino OnlineFounded in 2017 by Elon Musk, Geporex leads ",,,,,,screenshots/geporex.com.jpg,0,,,0,CRYPTO_SCAM,3,HIGH,Geporex,srv_fp:811e0897f489; fav:1869784862,Fake online crypto casino based on blockchain,AS13335
gesowin77.pro,Fewmoretaps OU d/b/a Trustname.com,2026-04-17,2027-04-17,,,172.67.175.211,US,200,active_content,https://gesowin77.pro/,cast-sec,c7cc5bd0c92d,False,-736095526,c4ff49d81f0a96a0,,Gesowin77: Most Popular Online Crypto Casino Based on Blockchain,,"Gesowin77 is a blockchain-based crypto casino with transparent smart contracts, secure bets, and has been in service since 2017.",The Leading Blockchain Casino,,,,,,screenshots/gesowin77.pro.jpg,0,,,0,CRYPTO_SCAM,3,HIGH,Gesowin77,srv_fp:c7cc5bd0c92d; fav:-736095526,Fake online crypto casino based on blockchain,AS13335
guapwin.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-09,2027-05-09,,,104.21.94.149,US,200,active_content,https://guapwin.com,cloudflare,811e0897f489,True,-736095526,cb6f5899526d355e,,Guapwin: Most Popular Online Crypto Casino Based on Blockchain,Guapwin - Best Online Crypto Casino,"Guapwin is a blockchain-based crypto casino with transparent smart contracts, secure bets, and has been in service since 2017.","The Leading Blockchain CasinoGuapwinTake YourFree RewardAbout UsFAQVIP-ClubLog InRegisterWelcome to Guapwin!Register at the world's #1 crypto casino right now and receive an exclusive bonus from us and our partners!Register36809Total Players Online51M+Total Registered Players$32.5B+Total Paid to PlayersOriginal GamesDiscover exciting gaming adventures and enjoy thrilling online gamesLicensed SlotsPlay licensed slots, get unforgettable experiences and big prizesAbout GuapwinGuapwin - Best Online ",,,,,,screenshots/guapwin.com.jpg,0,,,0,CRYPTO_SCAM,3,HIGH,Guapwin,srv_fp:811e0897f489; fav:-736095526,Online crypto casino claiming to be based on blockchain technology.,AS13335
gusewin.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-30,2027-03-30,,,104.21.12.80,US,200,redirect_external,https://pazewin.com,cast-sec,c7cc5bd0c92d,False,,c4ff49d81f0a96a0,,Pazewin: Most Popular Online Crypto Casino Based on Blockchain,,"Pazewin is a blockchain-based crypto casino with transparent smart contracts, secure bets, and has been in service since 2017.",The Leading Blockchain Casino,,,,,,screenshots/gusewin.com.jpg,0,,,0,CRYPTO_SCAM,3,HIGH,Pazewin,srv_fp:c7cc5bd0c92d,Online crypto casino claiming to be based on blockchain technology.,AS13335
hanivex.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-16,2027-04-16,,,104.21.67.243,US,200,active_content,https://hanivex.com,cloudflare,811e0897f489,True,,c4ff49d81f0a96a0,,Hanivex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Hanivex - The Greatest Crypto Casino Online,"Hanivex is the official crypto casino by Elon Musk. Play innovative games, enjoy instant crypto payouts, and join exclusive promotions from Elon Musk himself!","HanivexTake YourFree RewardAbout UsFAQVIP-ClubLog InRegisterWelcome to Hanivex!Join the world's #1 crypto casino backed by Elon Musk and claim your exclusive bonus.Register54634Total Players Online51M+Total Registered Players$32.5B+Total Paid to PlayersOriginal GamesPlay original and popular games endorsed by Elon Musk himselfLicensed SlotsSpin top licensed slots and win life-changing jackpots nowAbout HanivexHanivex - The Greatest Crypto Casino OnlineFounded in 2017 by Elon Musk, Hanivex leads ",,,,,,screenshots/hanivex.com.jpg,0,,,0,CRYPTO_SCAM,3,HIGH,Hanivex,srv_fp:811e0897f489,Online crypto casino claiming to be powered by Elon Musk and blockchain technology.,AS13335
henofex.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-09,2027-04-09,,,188.114.96.3,US,200,active_content,https://henofex.com,cloudflare,811e0897f489,True,,c4ff49d81f0a96a0,,Henofex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Henofex - The Greatest Crypto Casino Online,"Henofex is the official crypto casino by Elon Musk. Play innovative games, enjoy instant crypto payouts, and join exclusive promotions from Elon Musk himself!","HenofexTake YourFree RewardAbout UsFAQVIP-ClubLog InRegisterWelcome to Henofex!Join the world's #1 crypto casino backed by Elon Musk and claim your exclusive bonus.Register54123Total Players Online51M+Total Registered Players$32.5B+Total Paid to PlayersOriginal GamesPlay original and popular games endorsed by Elon Musk himselfLicensed SlotsSpin top licensed slots and win life-changing jackpots nowAbout HenofexHenofex - The Greatest Crypto Casino OnlineFounded in 2017 by Elon Musk, Henofex leads ",,,,,,screenshots/henofex.com.jpg,0,,,0,CRYPTO_SCAM,3,HIGH,Casino,srv_fp:811e0897f489,Fake crypto casino claiming affiliation with Elon Musk,AS13335
hestwin255.pro,Fewmoretaps OU d/b/a Trustname.com,2026-04-19,2027-04-19,,,188.114.97.3,US,200,active_content,https://hestwin255.pro/,cast-sec,c7cc5bd0c92d,False,-736095526,c4ff49d81f0a96a0,,Hestwin255: Most Popular Online Crypto Casino Based on Blockchain,,,,,,,,,,0,,,0,CRYPTO_SCAM,3,HIGH,Casino,srv_fp:c7cc5bd0c92d; fav:-736095526,Fake crypto casino claiming affiliation with Elon Musk,AS13335
heuvux.com,Fewmoretaps OU d/b/a Trustname.com,2026-06-08,2027-06-08,,,172.67.180.98,US,200,active_content,https://heuvux.com,cloudflare,811e0897f489,True,-736095526,cb6f58991a299dde,,Heuvux: Most Popular Online Crypto Casino Based on Blockchain,Heuvux - Best Online Crypto Casino,"Heuvux is a blockchain-based crypto casino with transparent smart contracts, secure bets, and has been in service since 2017.","The Leading Blockchain CasinoHeuvuxTake YourFree RewardAbout UsFAQVIP-ClubLog InRegisterWelcome to Heuvux!Register at the world's #1 crypto casino right now and receive an exclusive bonus from us and our partners!Register41349Total Players Online51M+Total Registered Players$32.5B+Total Paid to PlayersOriginal GamesDiscover exciting gaming adventures and enjoy thrilling online gamesLicensed SlotsPlay licensed slots, get unforgettable experiences and big prizesAbout HeuvuxHeuvux - Best Online Cryp",,,,,,screenshots/heuvux.com.jpg,0,,,0,CRYPTO_SCAM,3,HIGH,Casino,srv_fp:811e0897f489; fav:-736095526,Fake crypto casino claiming affiliation with Elon Musk,AS13335
hexowin167.pro,Fewmoretaps OU d/b/a Trustname.com,2026-03-26,2027-03-26,,,188.114.96.3,US,200,active_content,https://hexowin167.pro,cloudflare,811e0897f489,True,-736095526,c4ff49d81f0a96a0,,Hexowin167: Most Popular Online Crypto Casino Based on Blockchain,Hexowin167 - Best Online Crypto Casino,"Hexowin167 is a blockchain-based crypto casino with transparent smart contracts, secure bets, and has been in service since 2017.","Hexowin167Take YourFree RewardAbout UsFAQVIP-ClubLog InRegisterWelcome to Hexowin167!Register at the world's #1 crypto casino right now and receive an exclusive bonus from us and our partners!Register54297Total Players Online51M+Total Registered Players$32.5B+Total Paid to PlayersOriginal GamesDiscover exciting gaming adventures and enjoy thrilling online gamesLicensed SlotsPlay licensed slots, get unforgettable experiences and big prizesAbout Hexowin167Hexowin167 - Best Online Crypto CasinoSinc",,,,,,screenshots/hexowin167.pro.jpg,0,,,0,CRYPTO_SCAM,3,HIGH,Casino,srv_fp:811e0897f489; fav:-736095526,Fake crypto casino claiming affiliation with Elon Musk,AS13335
honevex.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-18,2027-04-18,,,104.21.95.10,US,200,active_content,https://honevex.com,cloudflare,811e0897f489,True,,c4ff49d81f0a96a0,,Honevex: Elon Musk’s Official Crypto Casino Powered by Blockchain,,"Honevex is the official crypto casino by Elon Musk. Play innovative games, enjoy instant crypto payouts, and join exclusive promotions from Elon Musk himself!",The Leading Blockchain Casino,,,,,,screenshots/honevex.com.jpg,0,,,0,CRYPTO_SCAM,3,HIGH,Casino,srv_fp:811e0897f489,Fake crypto casino claiming affiliation with Elon Musk,AS13335
hoxplay.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-20,2027-04-20,,,172.67.129.137,US,200,active_content,https://hoxplay.com/,cloudflare,811e0897f489,True,-736095526,c4ff49d81f0a96a0,,Hoxplay: Most Popular Online Crypto Casino Based on Blockchain,Hoxplay - Best Online Crypto Casino,"Hoxplay is a blockchain-based crypto casino with transparent smart contracts, secure bets, and has been in service since 2017.","HoxplayTake YourFree RewardAbout UsFAQVIP-ClubLog InRegisterWelcome to Hoxplay!Register at the world's #1 crypto casino right now and receive an exclusive bonus from us and our partners!Register54965Total Players Online51M+Total Registered Players$32.5B+Total Paid to PlayersOriginal GamesDiscover exciting gaming adventures and enjoy thrilling online gamesLicensed SlotsPlay licensed slots, get unforgettable experiences and big prizesAbout HoxplayHoxplay - Best Online Crypto CasinoSince 2017, Hoxp",,,,,,screenshots/hoxplay.com.jpg,0,,,0,CRYPTO_SCAM,3,HIGH,Casino,srv_fp:811e0897f489; fav:-736095526,Fake crypto casino claiming affiliation with Elon Musk,AS13335
